,City,Country,Clouds,Date,Humidity,Lat,Lng,Max Temp,Wind
427,Belokurikha,RU,44,1553654235,74,52,84.99,27.85,2.84
428,Hammerfest,NO,0,1553651400,63,70.66,23.68,26.6,26.4
430,La Ronge,CA,90,1553652000,95,55.1,-105.3,33.8,3.36
431,Aldama,MX,88,1553654117,66,22.92,-98.09,73,5.01
432,Vardo,US,1,1553654233,74,39.62,-77.74,37.4,2.95
433,Mtwara,TZ,44,1553654236,100,-10.28,40.18,80.68,3.18
434,Takoradi,GH,8,1553654236,100,4.89,-1.75,79.96,5.19
435,Foix,FR,0,1553654234,48,42.97,1.61,44.6,9.17
436,Quixeramobim,BR,92,1553654237,98,-5.2,-39.3,71.77,3.96
437,Port Hardy,CA,75,1553652000,66,50.7,-127.42,50,9.17
438,Chicama,PE,75,1553652000,83,-7.84,-79.15,69.8,8.05
440,Richards Bay,ZA,88,1553654042,93,-28.77,32.06,67.63,2.17
442,Berlevag,NO,48,1553654051,100,70.86,29.09,22.09,8.21
444,Beringovskiy,RU,48,1553654233,90,63.05,179.32,31.09,26.89
445,Tezu,IN,92,1553654239,100,27.93,96.16,55.12,1.72
446,Kerchevskiy,RU,8,1553654239,87,59.95,56.29,24.07,7.43
447,Yeppoon,AU,75,1553652000,52,-23.13,150.74,87.8,12.75
448,Shimoda,JP,40,1553653986,59,34.7,138.93,62.6,14.99
449,Toledo,PH,90,1553652000,83,10.38,123.64,80.6,11.41
450,Williams Lake,CA,90,1553652000,93,52.13,-122.14,35.6,2.24
451,Yamoussoukro,CI,0,1553653924,83,6.81,-5.27,78.8,4.7
453,Mbinga,TZ,32,1553654240,100,-10.95,35,67.09,3.62
454,Port Hedland,AU,40,1553652000,74,-20.31,118.58,86,2.24
455,Gua,PH,76,1553654240,94,11.21,122.05,79.87,13.91
456,Toro,CO,75,1553652000,83,4.61,-76.08,71.6,0.38
457,Nefteyugansk,RU,40,1553652000,95,61.09,72.61,32,11.18
458,Kamenka,RU,92,1553654063,93,53.19,44.05,34,9.66
459,Mayumba,GA,76,1553654241,98,-3.44,10.65,79.78,7.76
460,Atambua,ID,20,1553654241,100,-9.11,124.89,82.57,6.42
461,Thunder Bay,CA,40,1553653868,50,48.41,-89.26,35.01,4.7
463,Ghanzi,BW,92,1553654241,34,-21.7,21.65,80.41,5.53
464,San Policarpo,PH,80,1553654242,98,12.18,125.51,79.51,13.13
465,Batemans Bay,AU,0,1553654158,53,-35.71,150.18,70,8.99
466,Laguna,MX,90,1553650800,43,27.52,-110.01,73.4,3.18
467,Porto Novo,BR,75,1553652000,83,-23.68,-45.44,69.8,5.82
468,Tateyama,JP,20,1553654188,25,36.66,137.31,68,11.41
469,Chachapoyas,PE,0,1553654243,88,-6.23,-77.87,57.01,1.95
470,Atasu,KZ,80,1553654243,97,48.68,71.64,40,9.1
471,Ruzhyn,UA,12,1553654243,83,49.72,29.2,31.9,15.37
472,Hualmay,PE,8,1553654243,92,-11.1,-77.61,64.75,3.96
473,Constitucion,MX,90,1553651160,11,23.99,-104.67,77,6.93
474,Bowen,AU,75,1553653990,79,-20.01,148.25,90,9.17
475,Bandarbeyla,SO,92,1553654244,100,9.49,50.81,78.79,3.62
476,Xinyu,CN,36,1553654244,97,27.8,114.93,67,4.07
477,Orsha,BY,48,1553654244,78,54.51,30.43,25.33,7.54
478,Grand Gaube,MU,40,1553652000,88,-20.01,57.66,78.8,1.12
479,Carandai,BR,32,1553654244,94,-20.95,-43.81,63.58,7.43
480,Nuristan,UZ,75,1553652000,93,38.49,65.64,57.2,2.24
481,Kupang,ID,75,1553652000,70,-10.16,123.6,87.8,2.24
482,Portland,US,75,1553653629,41,45.52,-122.67,57.99,8.05
483,Astorga,ES,0,1553654196,27,42.46,-6.05,37.99,3.36
484,Salamiyah,SY,92,1553654245,93,35.01,37.05,38.65,2.73
485,Port Lincoln,AU,56,1553654245,87,-34.72,135.86,67.45,4.97
486,Saint-Pierre,FR,0,1553654225,75,48.95,4.24,42.8,4.7
487,Havre-Saint-Pierre,CA,20,1553652000,50,50.23,-63.6,6.8,8.05
488,North Bend,US,1,1553654134,76,43.41,-124.22,53.01,5.82
489,Tucumcari,US,1,1553653817,42,35.17,-103.73,62.6,9.17
490,Sitka,US,0,1553653890,67,37.17,-99.65,57,8.01
491,Morros,BR,20,1553652000,94,-2.87,-44.04,77,3.36
492,Severo-Kurilsk,RU,88,1553654081,96,50.68,156.12,29.92,9.33
493,Aljezur,PT,32,1553654229,62,37.31,-8.8,60.01,1.99
495,Kozhva,RU,76,1553654247,84,65.11,57.05,30.91,8.21
496,Flin Flon,CA,92,1553654247,92,54.77,-101.88,35.68,5.19
497,Iskateley,RU,8,1553654247,81,67.68,53.15,22.54,15.48
498,Puerto Escondido,MX,0,1553654247,96,15.86,-97.07,84.64,16.71
499,Buchanan,LR,40,1553652000,94,5.88,-10.05,77,6.2
500,Arlit,NE,44,1553654248,33,18.74,7.39,67.99,3.74
501,Muros,ES,0,1553654228,75,42.77,-9.06,59,5.82
502,Tarkwa,GH,8,1553654248,94,5.31,-1.99,72.85,2.51
504,Vestmannaeyjar,IS,92,1553654248,93,63.44,-20.27,42.07,26.55
505,Sonqor,IR,90,1553652000,75,34.78,47.6,42.8,3.51
506,Kuruman,ZA,0,1553653931,61,-27.46,23.43,62.01,2.73
507,Fayaoue,NC,92,1553654249,100,-20.65,166.53,78.43,18.39
508,Ambovombe,MG,32,1553654249,98,-25.18,46.09,72.13,3.96
509,Itarema,BR,32,1553654249,96,-2.92,-39.92,74.47,1.39
510,Yatou,CM,75,1553648400,94,3.63,9.81,78.8,2.24
511,Oranjemund,ZA,0,1553654249,95,-28.55,16.43,59.8,2.28
513,Coos Bay,US,1,1553654134,76,43.37,-124.22,53.01,5.82
514,Beibei,CN,0,1553652000,67,29.83,106.43,60.8,6.71
515,Micheweni,TZ,20,1553654250,100,-4.97,39.83,82.21,1.05
516,Luis Correia,BR,80,1553654250,93,-2.88,-41.67,76.54,2.28
517,Tolaga Bay,NZ,44,1553654250,51,-38.37,178.3,74.2,13.8
518,Kapit,MY,32,1553654251,70,2.02,112.94,86.35,2.73
520,Yumen,CN,24,1553654251,49,40.29,97.04,46.75,26.22
521,Grindavik,IS,75,1553653782,86,63.84,-22.43,42.01,21.92
522,Lazaro Cardenas,MX,40,1553650980,31,28.39,-105.62,75.2,8.05
523,Atherton,GB,90,1553654226,75,53.52,-2.49,48.99,4.7
525,Sao Felix do Xingu,BR,36,1553653975,99,-6.64,-51.99,72.04,2.17
526,Ormara,PK,76,1553654252,80,25.21,64.64,73.66,7.76
528,Evensk,RU,80,1553654252,100,61.92,159.24,19.21,11.01
530,Krasnoarmeysk,RU,0,1553652591,86,56.12,38.15,28.4,6.71
532,Shkurinskaya,RU,0,1553654252,80,46.58,39.36,29.92,2.73
533,Novyy Urengoy,RU,56,1553654214,95,66.08,76.63,32.44,18.61
534,Dwarka,IN,20,1553653807,63,28.58,77.04,82,3.36
535,Alta Floresta,BR,80,1553654253,95,-9.87,-56.08,74.29,2.17
536,Guerrero Negro,MX,56,1553654253,92,27.97,-114.04,59.35,6.87
537,Illapel,CL,8,1553654253,95,-31.63,-71.17,55.03,2.39
538,Hervey Bay,AU,92,1553652000,58,-25.3,152.85,84.2,12.75
539,Jalu,LY,0,1553654253,52,29.03,21.55,49.72,2.95
540,Najran,SA,5,1553652000,53,17.54,44.22,71.6,5.82
541,Tricase,IT,5,1553654021,87,39.93,18.36,51.01,8.05
542,Kampene,CD,20,1553654254,96,-3.59,26.67,69.25,2.17
543,Singaparna,ID,48,1553654254,82,-7.35,108.11,77.17,2.95
544,Hattiesburg,US,1,1553653821,93,31.33,-89.29,55,3.36
545,Changping,CN,20,1553654217,25,40.22,116.23,75,6.71
546,Villa Rica,PE,12,1553654254,96,-10.74,-75.27,67.72,1.61
549,Luderitz,NA,68,1553654073,86,-26.65,15.16,60.07,8.21
550,Nome,US,1,1553654248,55,30.04,-94.42,66.99,5.82
551,Aberdeen,US,1,1553654146,93,45.47,-98.49,41,6.93
552,Barcelona,ES,0,1553654043,61,41.38,2.18,53.01,8.05
553,Gamba,CN,20,1553654256,88,28.28,88.52,12.01,9.66
554,Dumabato,PH,92,1553654257,95,16.32,121.7,72.58,3.74
555,Sulangan,PH,76,1553654030,99,11.14,123.72,81.58,15.26
556,Amarante do Maranhao,BR,48,1553654257,94,-5.57,-46.74,71.41,2.62
557,Nanzhou,TW,20,1553652000,57,22.49,120.51,80.6,3.36
558,Cabra,ES,24,1553653979,87,37.47,-4.43,50,1.12
559,Udachnyy,RU,92,1553654257,83,66.42,112.4,21.37,4.41
560,Portoferraio,IT,0,1553654237,49,42.81,10.31,53.01,17.22
561,Samarai,PG,48,1553654073,97,-10.62,150.67,84.01,11.12
562,Sambava,MG,0,1553654258,100,-14.27,50.17,81.31,2.62
563,Valdivia,CL,0,1553652000,93,-39.81,-73.25,51.8,2.24
564,Brainerd,US,90,1553654008,94,46.36,-94.2,42.8,8.05
565,Kizilskoye,RU,0,1553654258,63,52.73,58.89,12.82,5.19
566,Clyde River,CA,1,1553652000,63,70.47,-68.59,-11.21,3.36
567,Szekesfehervar,HU,0,1553654119,48,47.19,18.41,45,16.11
568,Morro Bay,US,40,1553654154,82,35.37,-120.85,59,3.36
569,Paamiut,GL,76,1553654258,100,61.99,-49.67,22.63,6.53
570,Shostka,UA,8,1553654259,68,51.86,33.47,20.02,2.95
572,Yuzhno-Kurilsk,RU,12,1553654229,99,44.03,145.86,31.45,33.38
573,Oriximina,BR,0,1553654259,85,-1.77,-55.87,79.6,3.96
574,Ciudad Guayana,VE,0,1553654259,56,8.32,-62.69,82.12,9.22
575,Paka,HR,0,1553652000,86,45.29,18.06,28.4,9.17
576,Cubuk,TR,0,1553654108,74,40.24,33.03,43,3.36
577,Molchanovo,RU,20,1553654259,79,57.58,83.76,23.62,8.99
578,Saldanha,PT,0,1553654057,35,41.42,-6.55,43.6,13.8
579,Kuytun,RU,12,1553654260,53,54.34,101.51,28.48,3.62
580,Port Blair,IN,56,1553654073,100,11.67,92.75,82.93,7.99
581,Kimbe,PG,32,1553654260,96,-5.56,150.15,83.11,4.41
583,Surman,LY,24,1553654260,89,32.76,12.57,62.32,10.67
586,Jiazi,CN,75,1553652000,74,19.61,110.49,82.4,8.95
587,Burns Lake,CA,64,1553654261,69,54.23,-125.76,36.4,1.28
588,Wittmund,DE,75,1553654226,93,53.58,7.78,44.01,8.05
589,Kilindoni,TZ,64,1553654261,100,-7.91,39.67,83.92,2.73
590,Tonstad,NO,90,1553654060,100,58.66,6.71,44.6,9.17
591,Nisia Floresta,BR,40,1553652000,83,-6.09,-35.21,78.8,5.82
592,Aripuana,BR,12,1553654057,95,-9.17,-60.63,75.19,2.06
593,Tianpeng,CN,36,1553654261,100,28.88,112.34,64.84,4.41
594,Guarda,PT,0,1553653919,36,40.54,-7.27,48.99,13
596,Vila Franca do Campo,PT,20,1553654245,67,37.72,-25.43,57.2,14.99
597,Porosozero,RU,24,1553654262,82,62.72,32.71,18.58,5.41
598,Beira,ES,0,1553654228,57,43.2,-8.36,54,4.7
599,Jurm,AF,36,1553654262,86,36.86,70.83,29.47,1.61
600,Mumbwa,ZM,0,1553654262,63,-14.99,27.06,63.13,8.1
601,Sakaiminato,JP,75,1553653996,24,35.55,133.23,68,23.04
602,Swansea,GB,0,1553654115,100,51.62,-3.95,42.8,4.7
604,Pozhva,RU,64,1553654263,81,59.09,56.08,25.6,9.78
605,Morrope,PE,0,1553652000,29,-6.54,-80.02,66.2,11.41
606,Prince Rupert,CA,90,1553652000,87,54.32,-130.32,46.4,16.11
607,Kahului,US,20,1553654023,51,20.89,-156.47,80.6,17.22
609,Masallatah,LY,8,1553654264,79,32.62,14,47.74,7.54
610,Aksu,KZ,90,1553652000,96,52.04,76.93,33.8,2.24
611,Whitefish,US,1,1553653947,65,48.41,-114.33,41,8.05
612,Barra Patuca,HN,88,1553654264,80,15.8,-84.28,81.85,13.91
613,Molokovo,RU,12,1553654264,78,58.16,36.77,16.69,7.65
614,Aswan,EG,0,1553648400,23,24.09,32.9,60.8,5.82
615,Marzuq,YE,0,1553654265,85,14.4,46.47,47.56,2.51
616,Umm Lajj,SA,0,1553654062,100,25.02,37.27,56.38,3.18
617,Minna,NG,0,1553648400,18,9.62,6.55,89.6,17.22
618,Manokwari,ID,88,1553654265,100,-0.87,134.08,81.4,9.44
619,Owase,JP,0,1553654265,40,34.07,136.2,61.6,4.63
620,Handia,IN,0,1553652000,72,25.36,82.19,68,4.7
621,Petauke,ZM,0,1553654265,73,-14.25,31.33,69.07,9.66
622,Goderich,CA,8,1553654157,70,43.74,-81.71,27,1.16
623,Luena,AO,12,1553654266,93,-11.78,19.91,62.05,2.62
624,Hede,SE,0,1553654115,64,60.45,15.49,33.8,3.36
625,Tigil,RU,80,1553654266,86,57.8,158.67,17.23,6.98
626,Santa Fe,AR,0,1553654215,68,-31.62,-60.7,64.99,3
627,Moroni,US,24,1553654244,44,39.52,-111.59,57,4.97
628,Sao Joao da Barra,BR,48,1553654267,100,-21.64,-41.05,80.05,14.7
629,Sorong,ID,8,1553654267,100,-0.86,131.25,81.85,6.08
630,Katangli,RU,56,1553654267,100,51.71,143.23,24.07,15.37
631,Grand-Santi,GF,68,1553654267,89,4.27,-54.38,75.46,3.18
632,Kyshtovka,RU,80,1553654268,94,56.56,76.62,31.36,10.78
634,Sassandra,CI,0,1553654268,98,4.95,-6.09,82.75,9.22
635,Forio,IT,75,1553654225,71,40.73,13.86,52,8.05
636,Koumac,NC,24,1553654268,64,-20.56,164.28,85,7.31
637,Maragogi,BR,64,1553654268,97,-9.01,-35.22,78.34,4.18
638,Issia,CI,8,1553654268,87,6.49,-6.58,74.74,2.39
639,Saint-Francois,FR,0,1553653944,80,46.42,3.91,35.6,10.29
640,Nhulunbuy,AU,75,1553652000,94,-12.18,136.78,82.4,8.05
641,Bubaque,GW,0,1553654269,100,11.28,-15.83,77.08,14.7
